OPUIC,Stop name,Station abbreviation
8505875,"Castaneda, Tevegno",
1200617,"Gantschier, Hosensee",
1200611,"Gampelün, Zollwache",
8578334,"Arboldswil, Renggelts",
1200453,"Damüls, Parkplatz Uga",
1200443,"Damüls, Gh Zimba",
1101758,"Orsingen, Torkelplatz",
1101742,"Neuhausen (Hg), Freiheitstr.",
1101731,"Mühlingen, Kriegerdenkmal",
1101730,"Mühlingen, Grundschule",
1103687,"Wangen (Allg), Pettermandstr.",
1103682,"Karsee, Rathaus",
8503778,"Turgi, Wil",
1200043,"Au (A), Leue",
1102765,"Isny, Kirche St. Maria",
1102762,"Isny, Karl-Wilhelm-Heckstrasse",
1102758,"Isny, Grossholzleute Siedlung",
1102755,"Isny, Grabenstrasse",
1102749,"Isny, Ehrleplatz",
1102745,"Isny, Burkwang",
1102739,"Isny, Annaplatz",
1102232,"Überlingen, Weiherhöfe",
1102223,"Überlingen, Sportzentrum",
1101414,"Frickingen, Bruckfelden",
8579552,"Salgesch, Post",
1200840,"Gisingen, Lehrer-Frick-Strasse",
1201705,"Vandans, Unterbündta",
1201677,"Vandans, Bündtliweg",
1102150,"Überlingen, Bodensee-Therme",
1102142,"Überlingen, Aufkirch",
1200501,"Dornbirn, Marktplatz",
1100441,"Münstertal (Schw), Lochmatte",
1200327,"Bludenz, Unterfeld",
1200305,"Bludenz, Rungelin",
8590308,"Wettingen, Stadion",
1200902,"Götzis, Appenzellerstr./Blatt.",
1201645,"Tschagguns, Innerzelfen",
1201617,"Tisis, Lorenz-Gehrmann-Strasse",
1200297,"Bludenz, Post-Kreuzung",
8507627,"Quarten, Dorf",
1200449,"Damüls, Kirchdorf",
1102186,"Überlingen, Im Guggenbühl",
1102733,"Isny, Am Friedhag",
1102634,"Heimenkirch, Engenberg",
1102631,"Heimenkirch, Berg",
1102622,"Heiligenberg,Abzw. Katzensteig",
1102619,"Wintersulgen, Gemeindehaus",
1102615,"Heiligenberg, Unterbetenbrunn",
1201487,"St. Anton i.M., Graves",
1201453,"St Gallenkirch, Valisera Bahn",
1201441,"St Gallenkirch, Mazeis",
1201425,"St Gallenkirch,Aussergampaping",
1201417,"Sonntag, Oberbuchholz",
1200115,"Bartholomäberg, Obergantschier",
1200825,"Langen bei Bregenz, Gesern",
1200811,"Krumbach, Wolfbühl",
1200807,"Krumbach, Oberkrumbach",
1200803,"Krumbach, Glatzegg",
1200797,"Krumbach, Bränden",
1201609,"Tisis, Kindergarten Gallmist",
1200281,"Bludenz, Lager Schmidt's Erben",
1102137,"Überlingen, Abzw. Bambergen",
1102614,"Heiligenberg, Steinsbrunn",
1102606,Oberboshasel,
1100326,"Stegen, Unterbirken",
1300048,"Monguelfo/Welsberg, Stazione",
1300044,"Brunico, Ospedale Via Hofer",
8588504,Erzingen (Baden),ERZI
1200259,"Bludenz, Gymnasium",
1200257,"Bludenz, Grete-Gulbransson-Weg",
1200251,"Bludenz, Fatimakirche",
1200249,"Bludenz, Erlebnisbad VAL BLU",
1200233,"Bludenz, Betriebsgebiet Alfenz",
1200090,"Altenstadt, Kirchenbünt",
1200659,"Gortipohl, Innergant",
1101396,"Engen (Hg),Breitestr/Ärztehaus",
1101319,"Büsingen, Kirche St. Michael",
1103573,"Waldburg (Württ), Schule",
8506129,Konstanz,KO
1200439,"Damüls, Gh Glöckle",
1200423,"Dalaas, Kristbergsaal",
1100353,"Nimburg, Waidplatz",
1100350,"Teningen, Bahnhofstrasse",
1100331,"Emmendingen, An der Steige",
1102182,"Überlingen, Höllwangen",
1102185,"Überlingen, Im Allikron",
1102179,"Hödingen, Ortsmitte",
1103758,"Weissensberg, Rothkreuz Steige",
1103756,"Weissensberg, Rothkreuz Mitte",
1102923,"Lindenberg, Grundschule",
8573915,"Züberwangen, Weieren",
1102286,"Welschingen, Post",
1102280,"Weiterdingen, Abzw. Lochmühle",
1102275,"Watterdingen, Unterdorfstrasse",
1100318,"Teningen, Winzerhalle",
1100311,"Etzenbach, Bahnhof",
1200771,"Innerbraz, Kraftwerkssiedlung",
1103741,"Weingarten, Schulzentrum",
1102461,"Daisendorf, Am Gärtlesberg",
1102233,"Überlingen, Weinbergstrasse",
1103673,"Wangen (Allg), Am Waltersbühl",
1200607,"Gampelün, Kosa",
1103670,"Wangen (Allg), Wielandstrasse",
1200810,"Gaissau, Kesslerplatz",
1102726,"Immenstaad,Graf-von-Soden-Str.",
1102718,"Immenstaad, Schloss Kirchberg",
8572098,Miserez-Dessus,
1100456,"Müllheim (D), Kaiserbrunnen",
1103533,"Oberuhldingen, Dorfanger",
1103527,"Oberuhldingen, Marktplatz",
1201597,"Thüringerberg, Obere Meiern",
1201593,"Thüringerberg, Feuerwehrhaus",
1201585,"Thüringen, Pfadfinderheim",
1201601,"Tisis, Bahnhof",
1201481,"St. Anton i.M., Bahnhof",
1102887,"Lindau (D), Krankenhaus",
1401108,"Vallières-sur-Fier, Eglise",
1401080,"Saint Jorioz, Epagny",
1102266,"Wallhausen (KN), Landesteg",
1102969,"Markdorf, Oberleimbach",
1102968,"Markdorf, Möggenweiler",
1102958,"Maierhöfen, Vorholz",
1201495,St. Christoph a.A.,
1201759,"Zug (A), Mautstelle",
1201757,"Zug (A), Kirchle",
1201563,"Thal (A), Au",
1103638,"Wangen (Allg), Mindbuch",
1103632,"Wangen (Allg), Kolpingstrasse",
1100900,"Lindau (D), Kamelbuckel",
1100898,"Lindau (D), Grenzsiedlung/Zech",
1161614,"Stuttgart, Zuffenhausen",
1300016,"Settequerce/Siebeneich, Scuola",
1300011,"Lasa/Laas, Parrocchia",
8590271,"Spreitenbach, Dorf",
1200776,"Fluh, Schülan-Hor",
1200764,"Fischbach (A), Unterrain",
1200758,"Fischbach (A), Abzweigung",
1200747,"Hohenweiler, Bruck",
1102819,"Kisslegg, Abzw. Arrisried",
1102814,"Ittendorf, Riedern",
1102790,"Isny, Schletterweg",
1102776,"Isny, Neuapostolische Kirche",
1102997,"Meckenbeuren, Hohenreute",
1102992,"Gerbertshaus, Bildesch",
1102979,"Markdorf, Wirrensegel",
8507243,"Zofingen, Bahnhofunterführung",
1102216,"Überlingen, Schättlisberg",
1102207,"Überlingen, Nussdorfer Strasse",
8505580,Re,RESS
1200731,"Hittisau, Nussbaum",
1201533,"Sulzberg, Hinterberg",
1200193,"Bings, Alfenzbrücke/Stallehr",
1200179,"Bildstein, GH 3-Länderblick",
1200147,"Bezau, Cafe Natter",
1200119,"Bartholomäberg, Plattaweg",
1102361,"Argenbühl, Sandraz",
1102359,"Argenbühl, Ried",
1102707,"Immenstaad, Kindergarten",
1102688,"Immenstaad, AIRBUS B31",
1103717,"Weingarten, Hochschule",
1103705,"Weingarten, Burachstrasse",
1101765,"Billafingen, Rathaus",
1102144,"Überlingen, Augustinum",
1102943,"Lindenberg, ZOB",
1102940,"Lindenberg, Sedanstrasse",
1102932,"Lindenberg, Manzen",
1102343,"Argenbühl, Eglofs Neue Schule",
1200068,"Altach, Stadion",
1200064,"Altach, Konstanzerstrasse",
1200062,"Altach, Kirche",
1200583,"Frastanz, Maria Grün",
1200573,"Frastanz, Hanflandkurve",
1201735,"Warth, Alpin Kristall",
1201729,"Wald a.A., Sonnblick",
1102288,"Welschingen-Neuhausen, Bhf",
1102285,"Welschingen, Gewerbegebiet",
1102148,"Überlingen, Barbelstrasse",
8589546,"Schwändi b. Schwanden,Lassigen",
8589547,"Schwändi b. Schwanden, Güetli",
1103628,"Wangen (Allg), Karlstrasse",
1103624,"Wangen (Allg), Hüttenweiler",
1103594,"Pflegelberg, Abzw. Haslach",
1103579,"Waldburg (Württ), Schliererstr",
1103578,Forstenhausen,
1102329,"Amtzell, Reichsdose",
1102678,"Hergensweiler, Kirche",
1102677,"Hergensweiler, Hauptstrasse",
1102665,"Hergatz, Itzlinger Str. 13",
1102656,"Heimenkirch, Ziegelstadel",
1102654,"Heimenkirch, Wolfertshofen 1",
1102649,"Heimenkirch, Riedhirsch",
1102644,"Heimenkirch, Menzen",
1201719,"Wald a.A., Gasthaus Spullersee",
1200371,"Brand, Hotel Zimba",
1200369,"Brand, Hotel Scesaplana",
1200357,"Bolgenach, Küng",
1200713,"Hittisau, Gemeindehaus",
1200705,"Hirschau, Unterdorf",
1200677,"Grossdorf, Widin",
1100560,"Kandern, Holzen Friedhof",
1102168,"Überlingen, Gewerbegebiet",
1102158,"Überlingen, Busbahnhof",
1401478,"Sierentz, Collège Dolto",
1401355,"Hégenheim, La Vignette",
1103879,"Friedrichshafen, Abzw. Weiler",
1102278,"Moos (D), Bankholzer Strasse",
1400602,"Doussard, Bredannaz",
1400600,"Doussard, Ancienne Gare",
1201224,"Kennelbach, Rain",
1201218,"Kennelbach, Herzenmoos",
1201214,"Innerlaterns, Schilift",
1201206,"Innerlaterns, Bädle",
1200980,"Götzis, Udelbergstrasse",
1201116,"Hohenems, Otten Areal",
1201114,"Hohenems, Oberklien",
1201112,"Hohenems, Nibelungenstrasse",
8589476,"Riehen, Rotengraben",
8589459,"Riehen, Hohlweg",
8590281,"Suhr, Bahnhof",
8516740,Suhr Migros,SUHM
8515430,Suhr Nord (Abzw),SUN
8504559,Bevaix (bateau),
8573434,"Rheinau, Galgenbuck",
8573433,"Rheinau, Hallenbad",
1401461,"Bonneville, Bellerive",
1401459,"S Pierre e Faucigny,P Jourdies",
1401451,"Vougy, La Pratz",
8517483,Monthey-Dépôt,MTD
1200728,"Feldkirch, Amberg Bahnhof",
1200724,"Emsreute, Schuttannen",
8502950,"Birmensdorf ZH, Zentrum",
8503698,"Birmensdorf ZH, Untere Risi",
8503177,"Hombrechtikon, Tobel",
1200950,"Götzis, Mittelschule",
1200946,"Götzis, Meschach Kirche",
8594930,"Aarau, Kettenbrücke",
8578644,"Aarau, Rathaus",
1201190,"Hörbranz, Seeblick",
1201176,"Hörbranz, Grünau",
1201174,"Hörbranz, Gemeindeamt",
1400837,"Lullin, Chef Lieu",
1400833,"Les Villards-sur-T, Perrils",
1400817,"Les Gets, Gare routière",
1400815,"Les Contamines, Le Lay",
1200712,"Eichenberg, Volksschule",
1200706,"Eichenberg, Stegen",
1200698,"Eichenberg, Hub",
8588008,"Herrliberg, Sportplatz",
8588001,"Herrliberg, Harzerstrasse",
8530525,Seblengrat,
1201274,"Koblach, Strassenhäuser Süd",
1400981,"Pers-Jussy, Loisinges",
1201100,"Hohenems, Hochquellenstrasse",
1201088,"Hohenems, Cineplexx",
1201086,"Hohenems, Brucknerstrasse",
1201082,"Hohenems, August-Reis-Strasse",
1201080,"Hohenems, Appenzeller Strasse",
1201252,"Koblach, Dorfplatz",
1200696,"Eichenberg, Hinteregg",
1200404,"Dornbirn, Eichbrunnen",
8503645,Hüttenberg,
8530890,Hüttenberg (Grotzenbüel),
8503268,Grotzenbüel (Hüttenberg),
8503611,Braunwald Leglerberg,
8503261,Braunwald,BRD
8574734,"Avers, Podestats Haus",
8574732,"Avers, Juppa",
8595015,"Carouge GE, Battelle",
8587437,"Carouge GE, Rondeau",
8592674,"Carouge GE, Fontenette",
1400731,"Grilly, Grilly",
1200878,"Göfis, Kapetsch",
8581443,"Küblis, Prada",
1200784,"Fraxern, Fäscha",
1400590,"Dingy-St-Clair, Glandon",
1400588,"Desingy, Pont De Chatel",
1400570,"Cranves-Sales, La Bergue",
8572836,"Habschwanden, Diepleschwand",
8582261,"Hasle LU, Farbschachen",
8579706,"Hasle LU, Büelweid",
8579705,"Hasle LU, Hofstatt",
8581892,"Wangen SZ, alte Post",
8503717,"Nuolen, Kirche",
1200586,"Dornbirn, Sägerbrücke/Campus V",
8503551,"Birmensdorf ZH, Landikon Bach",
8519142,Schopfheim West,
8593214,"Vessy, Stand de Tir",
8593205,"Vessy, Milière",
8592676,"Carouge GE, Vüy",
8592631,"Avully, Touvière",
8587031,"Avully, village",
8592627,"Avully, école",
8592630,"Avully, Gennecy",
1401421,"Talloires-Montmin,rt des vigne",
8594933,"Meyrin, Bois-du-Lan",
8572832,"Hasle LU, Post",
8519586,"Riehen, Fond. Beyeler (Wds)",
8589450,"Riehen, Dorf",
8589471,"Riehen, Mühlestieg",
8506460,Betzikon SG,
8578547,"St. Gallenkappel, Unterdorf",
8595380,"Unterterzen, Bahnhof",
1200576,"Dornbirn, Rodelbahn",
1200970,"Götzis, Schulgasse",
8572135,"Bretzwil, Oberdorf",
1201154,"Hörbranz, Allgäustrasse",
1201144,"Hohenems, Unterklien",
1201122,"Hohenems, Römerstrasse",
8570293,"Vuarrengel, En Chollet",
8570298,"Vuarrens, gar. du Gros-de-Vaud",
8595028,"Meyrin, mairie",
8593023,"Meyrin, Vernes",
8588000,"Herrliberg, Grüt",
8592685,"Cartigny, Eaumorte-Croisée",
8587038,"Cartigny, village",
8589452,"Riehen, Friedhof am Hörnli",
8589474,"Riehen, Otto Wenk-Platz",
1400498,"Cluses, Gare routière",
1201012,"Hard, Heuweg",
1201010,"Hard, Grafencenter",
8592644,"Bardonnex, Charrot",
1401045,"Saint-Jeoire, Pont Du Risse",
1401017,"Reignier-Ésery, Gare",
1401015,"Reignier-Ésery, Chef Lieu",
1400614,"Échenevex, Echenevex",
1200309,"Bludenz, Schmittenstrasse",
1200307,"Bludenz, Rungelin/Messweg",
1200301,"Bludenz, Riedmillerplatz",
1400767,"La Balme-de-Thuy, Charvex",
1101931,"Sauldorf, Hauptstrasse",
1101922,"Rielasingen, Zoll",
1101920,"Rielasingen, Worblinger Str.",
1200277,"Bludenz, Klarenbrunn-Fabrik",
1200227,"Bludenz, Autohaus Gunz",
8572700,"Zofingen, Henzmannstrasse",ZFHE
1400344,"Annemasse, Pont d'Etrembieres",
8503175,"Hombrechtikon, Plattenhof",
8589858,"Meggen, Klösterli",
8577199,"Meggen, Obermattstrasse",
8577198,"Meggen, Böschenacher",
8583257,"Charmoille, Près de l'Epine",
1200139,"Beschling, Nenzingerstrasse",
1200129,"Bartholomäberg, Würfel",
1200127,"Bartholomäberg, Waldheimatle",
8589477,"Riehen, Morystrasse",
8589444,"Riehen, Bettingerstrasse",
8587036,"Vessy, Plateau de Pinchat",
8519052,Aeschi Oenzberg West,OENZ
1101892,"Reichenau (Baden), Bahnhof",
1192558,"Schmiechen, Bahnhof",
8590140,"Aarau, Dufourstrasse",
8590159,"Aarau, Wöschnauring",
8572158,"Röschenz, Oberdorf",
8579605,"Boudevilliers, Jonchère",
8573777,"Unteriberg, hint.Schmalzgruben",
8573330,"Unterstammheim, Adler",
8589205,"Zofingen, Eisengrube",ZFEG
8502358,"Zofingen, Altachen",ZOAL
8502386,"Zofingen, Römerbad",ZFRB
1400484,"Chilly, Coucy",
8584264,Tankstelle Zeughausgarage App,
8581181,"Appenzell, Adlerplatz",
8594488,"Zofingen, Kirchmoosstrasse",
1200177,"Bildstein, Baumgarten",
1200167,"Bezau, Sozialzentrum",
1200149,"Bezau, Dorfplatz",
8506739,"Oberbussnang, Dorf",
8503467,Trasadingen,TRHA
1201814,"Wolfurt, Ach",
1400023,Findrol,
8506231,"Hergiswil NW, Dorfhaldenstr.",
8506229,"Hergiswil NW, Renggstrasse",
8516944,Reichenau Farsch (Abzw),REIF
8506247,"Hergiswil NW, Wylpark",
8594861,"Auvernier, gare",
8592667,"Carouge GE, Gavard",
8592654,"Bernex, Chèvres",
8587034,"Bernex, place",
8592650,"Bernex, église",
8592642,"Bardonnex, Feuillat",
1101815,"Radolfzell, Höllturm",
1101811,"Radolfzell, H.-Sernatinger-Str",
1200549,"Fontanella, Dorfzentrum",
1200537,"Egg, Stadel",
1200529,"Dünserberg, Montanast",
1200523,"Dünserberg, Boden",
8594862,"Auvernier, Pacotte",
1400011,"Annecy, Courier",
8502581,"Zofingen, Bifangstrasse",ZFBI
8592714,"Thônex, Belle-Idée-Réception",
1101796,"Radolfzell, Dörfle II",
1101783,"Radolfzell, B 34 Ost",
1400789,"Lathuile, Bout Du Lac Le Pole",
1400783,"La Vernaz, Le Jotty",
1401087,"Samoëns, Les Vallons D'En Bas",
1401083,"Samoëns, Gare routière Depart",
1401079,"Samoëns, Gare routière",
1401077,"Sallenôves, Les Iles",
1401065,"Sallanches, Pl Charles Albert",
1400683,"Fillière, Mercier",
8595043,"Bernex, Sézenove-village",
8579532,"Näfels, Schönegg",NAFS
8579949,"Näfels, Kino",
8579950,"Näfels, Post",NFPO
1201334,"Levis, Gymnasium",
8594481,"Zofingen, Talpi",
8502369,"Zofingen, Spital",ZFSP
1201584,"Meiningen, Pfarrhof",
1201582,"Meiningen, Oberdorf",
1100346,"Teningen, Hans-Sachs-Str.",
1102001,"Singen (Htw), Infozentrum",
1101991,"Singen (Htw), H.-Weber-Platz",
1201852,"Wolfurt, Zollamt",
1201524,"Lustenau, Scheibenbrücke",
1201510,"Lustenau, Rheindorferstrasse",
1201502,"Lustenau, Pontenstrasse",
1201490,"Lustenau, Körnerstrasse",
1201488,"Lustenau, Kirchplatz Ersatz",
1201798,"Viktorsberg, Gemeindeamt",
8589336,"Basel, Kunstmuseum",
1201794,"Viktorsberg, Feldkreuz",
8592519,"Schaffhausen, Brüggli",
8592583,"Schaffhausen, Stokarbergstr.",
8577051,"Entlebuch, Bahnhof",
8584596,Tankstelle 2 Agrola Entlebuch,
8589320,"Basel, Hardstrasse",
8589372,"Basel, Waldenburgerstrasse",
1201788,"Übersaxen, Gemeindeamt",
1201784,"Tosters, Vorarlberghalle",
8582180,"Seuzach, Forrenbergstrasse",
1200384,"Dornbirn, Bohnenmahdstrasse",
1200682,"Ebnit, Schanerloch",
1200678,"Ebnit, Rappenlochbrücke",
8592978,"Petit-Lancy, Chemin du Bac",
8592979,"Petit-Lancy, Cimetière St-G.",
1200410,"Dornbirn, Eisplatzgasse",
1401249,"Taninges, Camping",
1200244,"Bregenz, Marienberg",
1200238,"Bregenz, Leutbühel",
8593082,"Puplinge, Aumônes",
8593085,"Puplinge, Grésy",
8587086,"Puplinge, mairie",
1401207,"St Andre De Boege, La Corbière",
1200670,"Ebnit, Heumöser",
1200382,"Dornbirn, Boden",
8509736,"Luzein, Strilserrank",
1200250,"Bregenz, Montfortstrasse",
1200518,"Dornbirn, Kulturhaus",
1200516,"Dornbirn, Krankenhaus",
1200500,"Dornbirn, Kirche Rohrbach",
1200498,"Dornbirn, Kindergarten Kehlegg",
1401297,"Vailly, Le Lavouet",
1401289,"Ugine, Les Fontaines",
1401281,"Thyez, Eglise",
1401269,"Thônes, Thuy",
1401253,"Taninges, College",
1200232,"Bregenz, Landesbibliothek",
1200220,"Bregenz, Kaserne",
1200210,"Bregenz, Hafen Bhf Ersatz",
1200378,"Dornbirn, Bleichestrasse",
1200370,"Dornbirn, Bartle-Zumtobel-Str.",
8530798,Burggeist (Rigi Scheidegg),
8577225,"Gersau, Wehri",
8530682,Emmetten (Talstation),
8502498,"Areuse, giratoire",
1200644,"Dornbirn, Wallenmahd",
1200630,"Dornbirn, Unterries",
1200480,"Dornbirn, Karrenseilbahn",
8500919,"Basel, Burgfelderhof Wds Süd",
1401309,"Valserhône, Bellegarde-Lycée",
8595914,"Schottikon, Bahnhof",
8502600,"Elsau, Melcher",
1200532,"Dornbirn, Messeplatz",
1200604,"Dornbirn, Schwefelquelle",
1200416,"Dornbirn, Fallenberggasse",
8503952,"Benken ZH, Dorf",
8572683,"Aarburg-Oftringen, Bahnhof",AOBF
8590161,"Aarburg, Stadtgarten",
8502355,"Brittnau, Bifang",BTBI
1108135,Muthmannshofen,
1108104,"Sigmarszell, Dornacher Wald",
1108103,"Sigmarszell, Dornach Brücke",
1108102,"Sigmarszell, Bösenreutin",
1108097,"Scheidegg, Prinz.-Luitp.-Str.",
1108093,"Scheidegg, Hochgratstrasse",
1108880,"Falkau, Abzw. Haslachstrasse",
1202030,"Steindorf/Strasswalchen, Ort",
1202023,"Neumarkt am Wallersee, Bahnhof",
1108800,"Waldshut, Abzw. Wildgehege",
1105530,"Mörsch, Rösselsbrünnle",
1105522,"Karlsruhe, August-Bebel-Str.",
1105508,"Karlsruhe, Hübschstrasse",
1105497,"Karlsruhe, Karlstor",
1105493,"Karlsruhe, Kronenpl./Kaiserstr",
1105492,"Karlsruhe, Kronenpl./F.-Erler",
1300080,Borgone Valle Anzasca,
1202362,"Oberndorf/Tirol, Gh Reinache",
1202347,"Kirchbichler Boden, Nasensied.",
1202341,"Rattenberg/Inn, Mittelschule",
1202534,"Lenzing Ort, Bahnhof",
1202359,"St.Johann/Haide, Bahnhof",
1300006,"Novara, stazione FS",
1108077,"Salem, Alte Neufracher Str. 27",
1108068,"Niederselters (Taunus), B8",
1108067,"Werschau, Ortsmitte",
1108063,"Deggenhausertal, Wendlingen",
1401880,"St-Paul-en-Chablais, Les Lanch",
1107719,"Oberzell, Bachbrücke",
1107708,Oberwaldhausen,
1107702,"Ebersbach, Ried Abzw. Tobelhof",
1107698,"Ebersbach, Mitte",
1202901,"Obernberg-Altheim, Bahnhof",
1202334,"Münster/Inn, Asten",
1202321,"Brixlegg, Innkauf",
1202315,"Maurach/Jenbach, Am Anger",
1202308,"Jenbach, GE Jenbacher",
1202300,"Terfens-Weer, Bahnhof",
1108056,"Ursendorf, Molkerei",
1108038,"Amtzell, Schattbuch",
1107995,"Rottweil, Bahnhof",
1107992,"Lübeck, Hauptbahnhof/ZOB",
1107972,"Leer (Ostfriesl), Plytenberg",
1107693,"Ebersbach, Boos Mitte",
1107692,"Döggingen, Wendepl./Posthaus",
1107685,"Fronreute, Geratsreute",
1107669,"Brochenzell, Ettenkircherstr.",
1107668,"Hohentengen, Bremen",
1401872,"St-Cergues (F), Les Tilleuls",
1202954,"St.Martin im Innkreis, Bahnhof",
1105795,"Laupheim,Schloss Kleinlaupheim",
1202895,"Thalheim b.Wels, Altenheim",
1202894,"Breitenaich b.Wels, B134",
1202893,"Mixnitz-Bärenschützklamm, Bhf",
1202892,"Scharnitz, Bahnhof",
8510358,Tankstelle PU L&E Freienbach,
8510339,59 Garage GS Saxon,
1202668,"Kelchsau, Mamooserhof",
1202662,"Längenfeld Gries, Kirche",
1202640,"Starkenbach/Inn, Ost",
1202523,"Steindorf/Ossiacher See, Bhf",
8510169,"Rietli, Bahnhof",
8510167,"Kreuzstrasse, Bahnhof",
8502553,"Unterlunkhofen, Breitenäcker",
1107962,"Uelzen, Bahnhof/ZOB",
1107948,"Kassel, Rathaus",
1107939,"Kassel, Am Ziegenberg",
1107931,"Runkel, Bahnhof",
1107928,"Eberhardzell, Mühlhauser Str.",
1107913,"Leustetten, Steinenberg",
1107912,"Deggenhausertal, Lellwangen",
1107894,"Dürmentingen, Gewerbegebiet",
1105785,"Offenburg, Eichendorff-Schule",
1105783,"Offenburg, Brachfeldstrasse",
1105772,"Rammersweier, Rathaus",
8580684,"Goldach, Kronenplatz",
1202889,"Linz/Donau, Goethekreuzung",
1202888,"Linz/Donau Hbf, Vorplatz",
1202886,"Linz/Donau Wegscheid, Bahnhof",
1202631,"Tarrenz, Strad",
1202630,"Tarrenz, Schulgasse",
1202626,"Tarrenz, Am Tasen",
1202623,"Zams, Zentrum",
1202621,"Zams, Rease",
1202619,"Zams, Mittelschule",
1202515,"Salzburg, Schmiedingerstrasse",
1202511,"Salzburg Kasern, Bahnhof",
1202506,"Salzburg Gnigl, Bahnhof",
1402008,"Margencel, Les Huches",
1108820,"Nordhausen Schurzfell, Bahnhof",
1202884,"Linz/Donau Oed, Bahnhof",
1202609,"Zirl, Eigenhofen",
1202604,"Nassereith, See-Eck",
1202598,"Nassereith, Abzw. St.Wendelin",
1108922,"Züssow, Bahnhof",
1202505,"Salzburg, Gaswerkgasse",
1202500,"Salzburg Aigen, Bahnhof",
1202495,"Hallein Burgfried, Bahnhof",
1108889,"Hamburg Holstenstrasse,Bahnhof",
1108884,"Falkau, Hotel Peterle",
1108882,"Falkau, Sporthotel",
1108876,"Stuttgart, Charlottenplatz",
1106521,"Bad Bellingen, Rheinstrasse",
1106515,"Efringen-Kirchen, Maugenhard",
1106434,"Bad Wurzach, Bauhofen",
1106433,"Bad Wurzach, Abzw. Arnach",
1202876,"Leonding, Gaumberg",
1202873,"Pasching, Postamt",
1202869,"Frättingsdorf, Abzw. Bahnhof",
1108918,"Greifswald, Bahnhof/ZOB",
1108917,"Miltzow, Bahnhof",
1108915,"Leipzig, Mockau Post",
1202594,"Lermoos, Unterdorf",
1202486,"Bischofshofen, Kreuzbergmauth",
1402006,"Lugrin, Plateau de la gare",
8510416,Tankstelle Mühle Rheineck,
1106410,"Freiburg (D), Wirthstrasse",
1106398,"Freiburg (D), Herdern",
1106387,"Unterharmersbach, Schw. Adler",
1106386,"Zell Harmersbach, Wallfahrtsk.",
1106379,"Biberach (Riss), Böhringer Süd",
1202967,"Traunkirchen, Ortsplatz",
1202863,"Traun OÖ, Park and Ride",
1202861,"Traun OÖ, Schloss",
1202859,"Traun OÖ, Hauptplatz",
1202857,"Nettingsdorf, Bahnhof",
1202856,"Siebenhirten NÖ, Hauptstrasse",
1202586,"Innsbruck, Maximilianstrasse",
1202584,"Innsbruck, Innrain/Campus WIFI",
1202574,"Reutte/Tirol, Schulzentrum",
1202481,"Ledenitzen, Hotel Mittagskogel",
1202477,"Gödersdorf, Bahnhof",
8592731,"Vésenaz, Chemin des Princes",
1106366,"Biberach (Riss), Liebherr/B465",
1106353,"Bad Peterstal, Bahnhof",
1106346,"Appenweier, Bahnhof",
1106335,"Achern, Realschule",
1202958,"Suben, Abzw. Bahnhof",
1202852,"St.Martin b.Traun, Volksheim",
1108933,"Zahna-Elster, Zörnigall Brücke",
1108932,"Rheine, Bustreff",
1202573,"Reutte/Tirol, Neumühle",
1202572,"Reutte/Tirol, MPREIS",
1202567,"Reutte/Tirol, Abzw. Klause",
1202554,"Telfs Moos, Kreisverkehr(West)",
1202468,"Puchenau, Ost",
1108131,"Krugzell, Abzw. Stiftstrasse",
1108121,"Altusried, Altersheim",
1106298,"Holzhausen, Birnenwaldstrasse",
1106291,"Linx, Ort",
1106275,"Leiselheim, Steuernberg Str.",
1106268,"Oberrotweil, Kirche",
1106265,"Oberbergen, Schule",
1106255,"Breisach, Kaiserstuhlstrasse",
1106233,"Eichstetten, Bötzinger Strasse",
1202945,"Lehen b.Pühret, Landesstrasse",
1202940,"Hausruck, Bahnhof",
1202850,"Wels, Hauptbahnhof",
1202550,"Telfs Lumma, Krehbachgasse",
1108908,"Wangen (Allg), Mauthausweg",
1108906,"Wangen (Allg), Immelmannstr.",
8504753,"Lignières, cimetière",
1202457,"Rothenthurn, Ortsmitte",
1202438,"Mittewald/Drau,Bahnüberführung",
1202437,"Mittewald/Drau, Volksschule",
1108098,"Scheidegg, Weiler Siebers",
1108086,"Scheidegg, Ebenschwand",
1108084,"Scheidegg, Bächlingen",
1108080,"Scheidegg, Aizenreute Abzw.",
1106201,"Kehl, Oststrasse",
1106190,"Leutesheim, Altenbruchstrasse",
1106176,"Kehl, Gewerbestrasse",
1106169,"Kehl, Handelsschule",
1202933,"Geinberg, Ortsmitte",
1202930,"Staatz, Hauptstrasse",
1202838,"Breitenschützing, Bahnhof",
1202836,"Frohnleiten, Bahnhof",
1202830,"Leisach, Hintental",
1108902,"Göttingen, Theaterplatz",
1108900,"Celle, Bahnhofsvorplatz",
1202426,"Lavant b.Lienz, Ort",
1202418,"Dölsach, Debanttal",
1108850,"Grafschaft-Gelsdorf, Feuerwehr",
1108848,"Backnang, Erbstetter Strasse",
1108845,"Backnang, Obere Bahnhofstrasse",
1108842,"Ahrweiler Markt, Bahnhof",
1108839,"Remagen, Bahnhof",
1107891,"Tannheim, GP Bus",
1107880,"Engelswies, Gemeindehaus",
1107862,"Frankfurt (M), Stresemannallee",
1107860,"Frankfurt (Main), Hauptbahnhof",
1106109,"Nonnenweier, Seeblick",
1106104,"Wittenweier, Krone",
1106087,"Schweighausen, Fixenhof",
